"Dataset","PeakNo","Wavenumber","Percent.T"
"PP33",3,2954.5,87.4
"PP33",4,1456.1,86.8
"PP33",5,1041.4,89.3
"PP33",6,696.2,94.2
"PP33",7,1164.8,90.5
"PP33",8,1000.9,90.8
"PP33",9,2871.6,91.6
"PP33",10,973.9,91.8
"PP33",11,1735.7,92.4
"PP33",12,2840.8,93.1
"PP33",13,1238.1,93.7
"PP33",14,1650.8,93.9
"PP33",15,806.1,93.8
"PP33",16,837,94.6
"PP33",17,900.6,95
"PP33",18,1544.8,95.9
"PP33",19,3978.6,101.7
"PP33",20,3299.7,98
"PP34",1,2917.9,76.7
"PP34",2,2952.6,82.7
"PP34",3,1375.1,79.7
"PP34",4,1456.1,87.4
"PP34",5,2871.6,89.8
"PP34",6,2838.8,89.1
"PP34",7,696.2,97
"PP34",8,999,94.2
"PP34",9,1351.9,95.8
"PP34",10,973.9,94.5
"PP34",11,1043.3,95.8
"PP34",12,3978.6,100.2
"PP34",13,808.1,95.2
"PP34",14,840.8,94.4
"PP34",15,1162.9,96.5
"PP34",16,898.7,96.3
"PP34",17,1652.8,97.7
"PP34",18,1255.5,97.6
"PP34",19,2725,99.7
"PP35",1,2917.9,75.3
"PP35",2,2954.5,82.5
"PP35",3,1375.1,80.2
"PP35",4,1456.1,86.8
"PP35",5,2871.6,88.9
"PP35",6,2838.8,88.1
"PP35",7,696.2,97.4
"PP35",8,972,94.1
"PP35",9,3978.6,99.7
"PP35",10,1164.8,95.2
"PP35",11,840.8,93.9
"PP35",12,808.1,95.4
"PP35",13,999,95
"PP35",14,898.7,96.3
"PP35",15,1299.8,97.5
"PP35",16,1257.4,97.4
"PP36",1,2917.9,72.7
"PP36",2,2952.6,84.6
"PP36",3,1458,87.9
"PP36",4,1375.1,82.9
"PP36",5,2844.6,90
"PP36",6,2875.5,89.7
"PP36",7,696.2,96.1
"PP36",8,721.3,93.7
"PP36",9,808.1,95.1
"PP36",10,840.8,94.6
"PP36",11,999,95.1
"PP36",12,972,95
"PP36",13,3978.6,100.3
"PP36",14,1351.9,96.7
"PP36",15,1043.3,96.4
"PP36",16,1162.9,96.8
"PP36",17,898.7,96.3
"PP36",18,1257.4,97.7
"PP36",19,1660.5,98.1
"PP37",1,1650.8,89.6
"PP37",2,696.2,93.4
"PP37",3,1375.1,87.3
"PP37",4,2917.9,89.9
"PP37",5,1456.1,90.6
"PP37",6,2952.6,92.5
"PP37",7,1542.8,93
"PP37",8,1251.6,93.5
"PP37",9,3299.7,94.2
"PP37",10,806.1,94.4
"PP37",11,3978.6,99
"PP37",12,838.9,94.3
"PP37",13,1741.5,96.7
"PP38",1,1041.4,89.1
"PP38",2,2921.8,90.2
"PP38",3,1637.3,90.3
"PP38",4,1373.1,90
"PP38",5,1454.1,93.8
"PP38",6,2856.2,94.4
"PP38",7,696.2,99.4
"PP38",8,3978.6,100
"PP38",9,1745.3,97
"PP38",10,1261.3,98.2
"PP38",11,896.8,99.2
"PP39",1,2917.9,83.3
"PP39",2,2952.6,86.8
"PP39",3,1375.1,83.5
"PP39",4,1456.1,88.2
"PP39",5,2873.5,90.8
"PP39",6,696.2,95.4
"PP39",7,2838.8,91
"PP39",8,3978.6,98.6
"PP39",9,999,94
"PP39",10,973.9,93.8
"PP39",11,1041.4,94.8
"PP39",12,808.1,94.6
"PP39",13,838.9,94.8
"PP39",14,1162.9,95.5
"PP39",15,875.6,95.2
"PP4",1,2917.9,80.8
"PP4",2,2952.6,85.7
"PP4",3,1375.1,82.7
"PP4",4,1456.1,88.2
"PP4",5,2873.5,91.7
"PP4",6,696.2,96.1
"PP4",7,2840.8,91.8
"PP4",8,972,93.8
"PP4",9,840.8,93.7
"PP4",10,1162.9,95.1
"PP4",11,808.1,95
"PP4",12,999,94.5
"PP4",13,1045.3,96.1
"PP4",14,898.7,95.8
"PP4",15,3978.6,101.2
"PP40",1,2917.9,75.7
"PP40",2,2954.5,80.8
"PP40",3,1375.1,80.3
"PP40",4,1456.1,86.4
"PP40",5,2873.5,87.6
"PP40",6,2838.8,87.7
"PP40",7,696.2,97.7
"PP40",8,3978.6,99.7
"PP40",9,973.9,94.2
"PP40",10,1353.8,96.3
"PP40",11,1164.8,96.2
"PP40",12,999,95.3
"PP40",13,840.8,94.8
"PP40",14,808.1,96.4
"PP40",15,898.7,97.4
"PP40",16,1045.3,98.1
"PP40",17,1299.8,98.3
"PP40",18,1101.2,98.1
"PP40",19,1257.4,98.2
"PP40",20,1652.8,99.1
"PP40",21,2723.1,99.2
"PP41",1,2917.9,88.5
"PP41",2,2954.5,90.9
"PP41",3,1375.1,89
"PP41",4,1456.1,91.6
"PP41",5,696.2,95.7
"PP41",6,1039.5,93.4
"PP41",7,2873.5,93.5
"PP41",8,2838.8,93.6
"PP41",9,3978.6,99.1
"PP41",10,804.2,95.3
"PP42",1,2917.9,78.7
"PP42",2,2952.6,84
"PP42",3,1375.1,80
"PP42",4,1456.1,87
"PP42",5,2871.6,89.9
"PP42",6,696.2,94.8
"PP42",7,2838.8,89.5
"PP42",8,1043.3,93.4
"PP42",9,999,92.5
"PP42",10,973.9,93.1
"PP42",11,1162.9,94.9
"PP42",12,840.8,93.2
"PP42",13,808.1,94.5
"PP42",14,3978.6,99.6
"PP42",15,1257.4,96
"PP42",16,898.7,95.6
"PP43",1,1076.1,90.8
"PP43",2,1373.1,93.9
"PP43",3,696.2,99.8
"PP43",4,3978.6,99.9
"PP43",5,1633.5,97
"PP43",6,2917.9,97.2
"PP43",7,2952.6,97.9
"PP43",8,802.3,98.1
"PP43",9,1257.4,99.2
"PP44",1,2917.9,78.4
"PP44",2,2954.5,83.6
"PP44",3,1375.1,80.7
"PP44",4,1456.1,87.3
"PP44",5,2873.5,88.9
"PP44",6,2838.8,88.9
"PP44",7,696.2,97.4
"PP44",8,999,94.2
"PP44",9,973.9,93.8
"PP44",10,3978.6,99.6
"PP44",11,1045.3,95.3
"PP44",12,1162.9,95.9
"PP44",13,840.8,95.3
"PP44",14,808.1,96.1
"PP44",15,898.7,96.6
"PP44",16,1654.7,97.3
"PP44",17,2725,98.6
"PP45",1,2919.8,81.3
"PP45",2,1375.1,80.9
"PP45",3,2954.5,86
"PP45",4,1456.1,86.8
"PP45",5,2873.5,90.2
"PP45",6,1043.3,90.7
"PP45",7,2840.8,90.9
"PP45",8,696.2,95.8
"PP45",9,1000.9,91.6
"PP45",10,973.9,91.9
"PP45",11,1162.9,94.1
"PP45",12,3299.7,94.8
"PP45",13,838.9,95
"PP45",14,1548.6,95.5
"PP45",15,3978.6,99.9
"PP45",16,808.1,95.3
"PP45",17,1253.6,95.7
"PP45",18,900.6,96.1
"PP46",1,1375.1,86.6
"PP46",2,696.2,93.5
"PP46",3,1456.1,90.9
"PP46",4,2917.9,91.7
"PP46",5,2952.6,93.3
"PP46",6,1161,93.9
"PP46",7,1625.8,94.1
"PP46",8,973.9,93.4
"PP46",9,806.1,94.5
"PP46",10,2871.6,95.2
"PP46",11,838.9,94.8
"PP46",12,3978.6,99.5
"PP46",13,2838.8,95.2
"PP46",14,898.7,95.6
"PP47",1,2917.9,79.9
"PP47",2,2952.6,83.7
"PP47",3,1375.1,79.6
"PP47",4,1456.1,86.4
"PP47",5,2873.5,89.4
"PP47",6,2838.8,89.3
"PP47",7,999,91.2
"PP47",8,696.2,96.8
"PP47",9,1652.8,93.2
"PP47",10,973.9,91.8
"PP47",11,1162.9,93.7
"PP47",12,1546.7,95.3
"PP47",13,840.8,93.3
"PP47",14,808.1,95.2
"PP47",15,3978.6,100
"PP47",16,1257.4,95.7
"PP47",17,898.7,95.9
"PP48",1,2917.9,83.4
"PP48",2,2952.6,88
"PP48",3,1456.1,88.4
"PP48",4,1375.1,83.4
"PP48",5,2873.5,92.7
"PP48",6,2838.8,92.1
"PP48",7,696.2,98.5
"PP48",8,3978.6,99.7
"PP48",9,875.6,95.1
"PP48",10,972,95.7
"PP48",11,1162.9,97
"PP48",12,999,96.5
"PP48",13,840.8,96.2
"PP48",14,808.1,97.2
"PP48",15,715.5,97.7
"PP48",16,1045.3,98
"PP49",1,2917.9,83.9
"PP49",2,2952.6,88.5
"PP49",3,1375.1,85.3
"PP49",4,1456.1,90.3
"PP49",5,2873.5,92.8
"PP49",6,2838.8,92.3
"PP49",7,696.2,98.7
"PP49",8,3978.6,99.4
"PP49",9,972,95.5
"PP49",10,1162.9,97
"PP49",11,999,96.2
"PP49",12,840.8,96.2
"PP49",13,808.1,97.2
"PP5",1,1456.1,82.6
"PP5",2,2919.8,82.8
"PP5",3,1377,79.1
"PP5",4,2954.5,86.7
"PP5",5,696.2,93.4
"PP5",6,2873.5,91.6
"PP5",7,1045.3,92.5
"PP5",8,999,91.5
"PP5",9,2838.8,91.8
"PP5",10,1164.8,92.7
"PP5",11,973.9,91.9
"PP5",12,840.8,91.5
"PP5",13,808.1,93.3
"PP5",14,865.9,93.7
"PP5",15,898.7,94.2
"PP5",16,941.1,95.1
"PP5",17,3978.6,101.1
"PP50",1,2917.9,76.6
"PP50",2,2954.5,83.2
"PP50",3,1456.1,86.4
"PP50",4,1375.1,81
"PP50",5,2873.5,88.9
"PP50",6,2840.8,89.2
"PP50",7,999,89.3
"PP50",8,973.9,89.6
"PP50",9,696.2,96
"PP50",10,808.1,94.9
"PP50",11,1162.9,95.7
"PP50",12,840.8,94.1
"PP50",13,3978.6,99.8
"PP50",14,900.6,96
"PP50",15,1259.3,97.3
"PP50",16,2725,99
"PP51",1,2917.9,86.7
"PP51",2,2954.5,89.7
"PP51",3,1456.1,89.5
"PP51",4,1375.1,86.3
"PP51",5,696.2,95.6
"PP51",6,2873.5,92.7
"PP51",7,999,92.7
"PP51",8,1041.4,93.3
"PP51",9,2838.8,92.7
"PP51",10,973.9,92.9
"PP51",11,3978.6,99.2
"PP51",12,1162.9,95
"PP51",13,875.6,95
"PP51",14,840.8,94.7
"PP51",15,804.2,95.8
"PP51",16,1637.3,96.6
"PP52",1,2919.8,81.1
"PP52",2,2954.5,85
"PP52",3,1456.1,84.9
"PP52",4,1375.1,80.9
"PP52",5,2873.5,89.7
"PP52",6,696.2,93.6
"PP52",7,2840.8,90.5
"PP52",8,1043.3,90.8
"PP52",9,1000.9,92
"PP52",10,1648.9,92.8
"PP52",11,973.9,92
"PP52",12,1161,93.9
"PP52",13,806.1,94.9
"PP52",14,840.8,93.9
"PP52",15,3978.6,99.4
"PP52",16,1255.5,95.4
"PP52",17,873.6,95.5
"PP53",1,696.2,88.8
"PP53",2,1037.6,86.1
"PP53",3,1375.1,84.8
"PP53",4,1456.1,88.9
"PP53",5,2917.9,88.7
"PP53",6,2952.6,90.3
"PP53",7,1648.9,90.8
"PP53",8,2871.6,92.8
"PP53",9,2838.8,93.1
"PP53",10,3978.6,98.4
"PP54",1,2917.9,79.1
"PP54",2,1456.1,83.1
"PP54",3,2954.5,85.4
"PP54",4,1375.1,80.4
"PP54",5,2873.5,89.9
"PP54",6,2840.8,90.4
"PP54",7,875.6,90.4
"PP54",8,696.2,97.7
"PP54",9,3978.6,99.1
"PP54",10,973.9,94.8
"PP54",11,999,95.3
"PP54",12,1162.9,96.3
"PP54",13,715.5,96.1
"PP54",14,840.8,95.5
"PP54",15,808.1,96.1
"PP54",16,1041.4,96.7
"PP54",17,1259.3,97.2
"PP54",18,900.6,97.4
"PP55",1,2919.8,78
"PP55",2,2954.5,82.2
"PP55",3,1375.1,81.2
"PP55",4,1456.1,86.7
"PP55",5,2873.5,88.6
"PP55",6,2838.8,88.9
"PP55",7,696.2,97.5
"PP55",8,973.9,93.1
"PP55",9,999,93.6
"PP55",10,1162.9,95.3
"PP55",11,1045.3,95.5
"PP55",12,1353.8,95.7
"PP55",13,3978.6,100.4
"PP55",14,840.8,94.9
"PP55",15,808.1,96.5
"PP55",16,1641.2,97.4
"PP55",17,898.7,97
"PP55",18,1299.8,97.6
"PP55",19,1255.5,97.3
"PP55",20,2725,99.3
"PP56",1,2917.9,76.7
"PP56",2,2954.5,83.3
"PP56",3,1375.1,80.3
"PP56",4,1456.1,86.3
"PP56",5,2871.6,88.7
"PP56",6,2838.8,88.4
"PP56",7,696.2,97.4
"PP56",8,1000.9,93.6
"PP56",9,973.9,93.3
"PP56",10,1162.9,94.4
"PP56",11,3978.6,99.3
"PP56",12,808.1,95.7
"PP56",13,838.9,95.8
"PP56",14,900.6,96.7
"PP56",15,1652.8,97.6
"PP56",16,2725,98.5
"PP57",1,2917.9,80.9
"PP57",2,2954.5,85
"PP57",3,1037.6,84.8
"PP57",4,1000.9,85.7
"PP57",5,1375.1,81.9
"PP57",6,1456.1,86.1
"PP57",7,2873.5,89.7
"PP57",8,696.2,94.4
"PP57",9,2840.8,90.2
"PP57",10,806.1,93.8
"PP57",11,837,94.6
"PP57",12,3978.6,99.3
"PP57",13,1650.8,95.3
"PP58",1,2917.9,84.3
"PP58",2,1375.1,80.7
"PP58",3,1456.1,86.4
"PP58",4,2952.6,87
"PP58",5,1650.8,90
"PP58",6,2873.5,91
"PP58",7,696.2,95.2
"PP58",8,2838.8,91.5
"PP58",9,1161,92.6
"PP58",10,973.9,93
"PP58",11,1257.4,94.2
"PP58",12,806.1,94.5
"PP58",13,3978.6,99.5
"PP58",14,838.9,94.8
"PP58",15,898.7,95.6
"PP59",1,2919.8,78.9
"PP59",2,2954.5,83.4
"PP59",3,1375.1,81.3
"PP59",4,1456.1,87.3
"PP59",5,2873.5,88.6
"PP59",6,2838.8,89.2
"PP59",7,696.2,96.1
"PP59",8,999,92.6
"PP59",9,1041.4,94
"PP59",10,973.9,92.8
"PP59",11,3978.6,99
"PP59",12,1164.8,95.2
"PP59",13,840.8,94.3
"PP59",14,808.1,95.3
"PP59",15,898.7,96.3
"PP59",16,1598.8,96.9
"PP59",17,1257.4,97.2
"PP59",18,1299.8,97.5
"PP59",19,2725,98.9
"PP6",1,1456.1,84.8
"PP6",2,2917.9,84.4
"PP6",3,1377,81.9
"PP6",4,1080,87.4
"PP6",5,2952.6,88.4
"PP6",6,696.2,94.4
"PP6",7,1162.9,90.6
"PP6",8,2873.5,92.2
"PP6",9,2838.8,92.4
"PP6",10,806.1,93.3
"PP6",11,972,92.9
"PP6",12,999,93
"PP6",13,838.9,93.4
"PP6",14,865.9,94.4
"PP6",15,3978.6,100.2
"PP60",1,2917.9,80.1
"PP60",2,2954.5,83.8
"PP60",3,1375.1,82.2
"PP60",4,1456.1,87.1
"PP60",5,2873.5,89.4
"PP60",6,2838.8,89.5
"PP60",7,696.2,95.8
"PP60",8,1045.3,92.7
"PP60",9,1000.9,92.9
"PP60",10,973.9,92.6
"PP60",11,1161,94.8
"PP60",12,1652.8,95.5
"PP60",13,3978.6,99.7
"PP60",14,840.8,94.5
"PP60",15,808.1,95.5
"PP60",16,896.8,96.4
"PP61",1,696.2,97.6
"PP61",2,1456.1,95.3
"PP61",3,1035.6,95.4
"PP61",4,997.1,95.1
"PP61",5,3978.6,99.7
"PP61",6,1375.1,94.3
"PP61",7,2917.9,96.8
"PP61",8,806.1,97.6
"PP61",9,2952.6,97.7
"PP61",10,838.9,97.4
"PP62",1,2917.9,62.8
"PP62",2,2952.6,81.5
"PP62",3,2848.5,80
"PP62",4,2873.5,86.3
"PP62",5,1458,87.8
"PP62",6,1375.1,82.9
"PP62",7,3978.6,97.5
"PP62",8,696.2,97.1
"PP62",9,1164.8,93.8
"PP62",10,1000.9,93.9
"PP62",11,973.9,93.7
"PP62",12,810,95.8
"PP62",13,723.2,96.3
"PP62",14,840.8,95
"PP62",15,1714.5,96.6
"PP62",16,898.7,96.2
"PP62",17,1664.3,96.7
"PP62",18,3652.7,97.3
"PP62",19,3679.7,97.5
"PP62",20,3882.2,97.6
"PP62",21,1550.6,97.6
"PP63",1,2917.9,81.5
"PP63",2,1375.1,80.1
"PP63",3,1456.1,85.6
"PP63",4,2952.6,85.5
"PP63",5,1035.6,88.4
"PP63",6,696.2,93
"PP63",7,1650.8,89.4
"PP63",8,2873.5,90.1
"PP63",9,2838.8,90.5
"PP63",10,1542.8,92.4
"PP63",11,1162.9,92.9
"PP63",12,1257.4,93.3
"PP63",13,806.1,93.6
"PP63",14,838.9,93.4
"PP63",15,900.6,94.5
"PP63",16,3978.6,99.3
"PP64",1,1058.8,87.2
"PP64",2,2917.9,87.7
"PP64",3,1375.1,86.1
"PP64",4,1456.1,90.2
"PP64",5,2952.6,90.3
"PP64",6,696.2,94.5
"PP64",7,1161,91.1
"PP64",8,1218.8,91.4
"PP64",9,1652.8,92.7
"PP64",10,2873.5,93.1
"PP64",11,973.9,92.3
"PP64",12,2838.8,93.4
"PP64",13,806.1,94
"PP64",14,838.9,94
"PP64",15,3978.6,99.3
"PP64",16,1544.8,95.4
"PP65",1,2917.9,83
"PP65",2,2952.6,87.1
"PP65",3,1375.1,82.8
"PP65",4,1456.1,89.5
"PP65",5,2873.5,91.9
"PP65",6,2838.8,91.8
"PP65",7,696.2,98.6
"PP65",8,3978.6,100
"PP65",9,973.9,95.6
"PP65",10,999,95.8
"PP65",11,1164.8,96.7
"PP65",12,1654.7,96.9
"PP65",13,840.8,95.8
"PP65",14,808.1,96.8
"PP65",15,898.7,97.3
"PP65",16,1297.9,98.1
"PP65",17,1255.5,98
"PP65",18,1544.8,98.5
"PP66",1,2917.9,76.5
"PP66",2,2952.6,81.9
"PP66",3,1375.1,79.7
"PP66",4,1456.1,86.7
"PP66",5,2873.5,87.7
"PP66",6,2838.8,87.4
"PP66",7,696.2,96.6
"PP66",8,1164.8,93
"PP66",9,3978.6,97.5
"PP66",10,972,92.6
"PP66",11,999,93
"PP66",12,840.8,93.2
"PP66",13,1103.1,94.6
"PP66",14,808.1,94.4
"PP66",15,1297.9,95.4
"PP66",16,898.7,94.7
"PP66",17,1714.5,95.5
"PP66",18,2725,96.6
"PP7",1,2917.9,91.1
"PP7",2,696.2,96.7
"PP7",3,2952.6,92.5
"PP7",4,1375.1,91
"PP7",5,1456.1,93.6
"PP7",6,3978.6,98.4
"PP7",7,2873.5,94.7
"PP7",8,2838.8,94.8
"PP7",9,806.1,96
"PP7",10,838.9,95.9
"PP7",11,972,95.9
"PP7",12,999,96.4
"PP7",13,1162.9,97
"PP8",1,2917.9,69.9
"PP8",2,2846.5,86.1
"PP8",3,2952.6,86.6
"PP8",4,1459.9,88
"PP8",5,1375.1,84.3
"PP8",6,696.2,96.4
"PP8",7,721.3,93.4
"PP8",8,999,94.2
"PP8",9,973.9,94.3
"PP8",10,1039.5,95.5
"PP8",11,840.8,94.6
"PP8",12,808.1,95.3
"PP8",13,3978.6,100.6
"PP8",14,1162.9,96.6
"PP8",15,898.7,96.2
"PP8",16,1648.9,98.1
"PP9",1,1024.1,78.4
"PP9",2,696.2,91
"PP9",3,2917.9,89
"PP9",4,1375.1,87.4
"PP9",5,1456.1,90.3
"PP9",6,800.3,90.4
"PP9",7,2952.6,91
"PP9",8,837,92.5
"PP9",9,2873.5,93.5
"PP9",10,1641.2,93.9
"PP9",11,2838.8,93.8
"PP9",12,3978.6,98.9
"PS1",1,696.2,53.3
"PS1",2,754.1,83.6
"PS1",3,1450.3,88.5
"PS1",4,1027.9,90.9
"PS1",5,1492.7,88
"PS1",6,1068.4,93.3
"PS1",7,1600.7,92.6
"PS1",8,2921.8,93.8
"PS1",9,1650.8,94.4
"PS1",10,906.4,94.2
"PS1",11,1544.8,95.1
"PS1",12,3978.6,99.5
"PS1",13,1373.1,95.3
"PS1",14,840.8,95.2
"PS1",15,3025.9,95.2
"PS1",16,2850.4,96.7
"PS1",17,3058.7,97.1
"PS1",18,1944,98.5
"PS10",1,696.2,51.7
"PS10",2,754.1,83.5
"PS10",3,1448.3,90.5
"PS10",4,1490.8,89.9
"PS10",5,2921.8,93.1
"PS10",6,3978.6,98.2
"PS10",7,1026,93.4
"PS10",8,3025.9,93.7
"PS10",9,1068.4,95.2
"PS10",10,1598.8,94.8
"PS10",11,906.4,95.1
"PS10",12,2850.4,95.9
"PS10",13,3058.7,95.8
"PS10",14,1369.3,96.2
"PS10",15,1182.2,96.2
"PS10",16,1155.2,96.2
"PS10",17,842.8,97
"PS10",18,3697,97.1
"PS10",19,1731.8,97.3
"PS10",20,3633.4,97.5
"PS10",21,3664.2,97
"PS10",22,1942,97.6
"PS10",23,1803.2,97.7
"PS11",1,696.2,39.4
"PS11",2,754.1,77.1
"PS11",3,1448.3,85.2
"PS11",4,1492.7,82
"PS11",5,2921.8,88.7
"PS11",6,1026,90.8
"PS11",7,3025.9,91.9
"PS11",8,1600.7,91.5
"PS11",9,906.4,92.7
"PS11",10,1068.4,93.1
"PS11",11,1371.2,94.3
"PS11",12,2850.4,94.3
"PS11",13,1182.2,94.5
"PS11",14,3978.6,99.1
"PS11",15,1155.2,94.5
"PS11",16,838.9,95.2
"PS11",17,3058.7,95.4
"PS11",18,1728,96.9
"PS11",19,1944,97.7
"PS11",20,1803.2,97.7
"PS11",21,1872.6,97.9
"PS12",1,696.2,53.8
"PS12",2,752.1,85.6
"PS12",3,1448.3,93.6
"PS12",4,1490.8,93.1
"PS12",5,1026,94.5
"PS12",6,3978.6,99.4
"PS12",7,906.4,95.8
"PS12",8,1068.4,96.1
"PS12",9,1598.8,96.5
"PS12",10,1153.3,97.2
"PS12",11,840.8,97.3
"PS12",12,2919.8,97.7
"PS12",13,3024,97.9
"PS2",1,696.2,49.2
"PS2",2,754.1,80.1
"PS2",3,1029.8,85
"PS2",4,1068.4,86.2
"PS2",5,1448.3,86.2
"PS2",6,1492.7,85.4
"PS2",7,1600.7,89.4
"PS2",8,1645.1,91.1
"PS2",9,1375.1,92
"PS2",10,906.4,92.1
"PS2",11,2919.8,92.8
"PS2",12,838.9,93.5
"PS2",13,3978.6,98.2
"PS2",14,3025.9,93.9
"PS2",15,2850.4,95.5
"PS3",1,696.2,75.2
"PS3",2,757.9,88.8
"PS3",3,1029.8,92
"PS3",4,1068.4,92.4
"PS3",5,3978.6,97.1
"PS3",6,1450.3,92.3
"PS3",7,1492.7,92.6
"PS3",8,910.3,95
"PS3",9,2921.8,95.2
"PS3",10,1600.7,95.2
"PS3",11,1652.8,95.9
"PS3",12,3025.9,95.7
"PS3",13,2237.1,97.1
"PS4",1,696.2,78.4
"PS4",2,752.1,92.6
"PS4",3,3978.6,99.9
"PS4",4,904.5,97.9
"PS4",5,1024.1,98
"PS4",6,1448.3,98.2
"PS4",7,1490.8,98.1
"PS4",8,1598.8,99.3
"PS4",9,2917.9,99.7
"PS5",1,696.2,68.9
"PS5",2,754.1,90.1
"PS5",3,1448.3,94.3
"PS5",4,1029.8,95.1
"PS5",5,1070.3,95.7
"PS5",6,1342.3,95.9
"PS5",7,3978.6,100.2
"PS5",8,1490.8,95.3
"PS5",9,906.4,96.8
"PS5",10,2919.8,97.7
"PS5",11,1600.7,97.3
"PS5",12,3025.9,98.3
"PS6",1,696.2,66.9
"PS6",2,754.1,87.6
"PS6",3,1027.9,90.8
"PS6",4,1448.3,92.4
"PS6",5,1490.8,93
"PS6",6,1369.3,94.3
"PS6",7,906.4,94.2
"PS6",8,1648.9,94.6
"PS6",9,3978.6,99
"PS6",10,1600.7,94.4
"PS6",11,2917.9,96.4
"PS6",12,3024,96.9
"PS7",1,696.2,51.7
"PS7",2,754.1,83.3
"PS7",3,1026,89.5
"PS7",4,1448.3,90.3
"PS7",5,1066.5,91.8
"PS7",6,1492.7,89.2
"PS7",7,906.4,93.8
"PS7",8,1600.7,93.6
"PS7",9,1153.3,94.7
"PS7",10,1371.2,95
"PS7",11,2919.8,95.2
"PS7",12,3978.6,99.6
"PS7",13,840.8,95.4
"PS7",14,3024,96.1
"PS7",15,2850.4,97.5
"PS7",16,1944,99
"PS8",1,696.2,55.1
"PS8",2,754.1,83.9
"PS8",3,1448.3,87.2
"PS8",4,1650.8,90
"PS8",5,1338.4,90.6
"PS8",6,1492.7,87.7
"PS8",7,1027.9,90.5
"PS8",8,1068.4,91.9
"PS8",9,1602.6,91.8
"PS8",10,1542.8,92.8
"PS8",11,2921.8,93
"PS8",12,1153.3,94.2
"PS8",13,906.4,94.2
"PS8",14,3978.6,99
"PS8",15,3025.9,94.4
"PS8",16,3297.8,95.2
"PS8",17,3058.7,95.9
"PS8",18,2850.4,96.1
"PS9",1,696.2,77.6
"PS9",2,1027.9,90
"PS9",3,754.1,91
"PS9",4,3978.6,98.5
"PS9",5,1448.3,94.6
"PS9",6,1490.8,95.2
"PS9",7,1600.7,96.3
"PS9",8,2919.8,97.2
"PS9",9,3025.9,97.4
"PU1",1,1407.8,73.7
"PU1",2,1708.7,76
"PU1",3,1510.1,77.8
"PU1",4,759.8,79.7
"PU1",5,1222.7,79.8
"PU1",6,1068.4,83.1
"PU1",7,1270.9,83.1
"PU1",8,1307.6,83.8
"PU1",9,817.7,84.4
"PU1",10,696.2,88.2
"PU1",11,1107,84.6
"PU1",12,1020.2,86.7
"PU1",13,1598.8,89.3
"PU1",14,921.8,92.1
"PU1",15,3978.6,99.9
"PU1",16,3301.7,96.6
"PU1",17,2917.9,97
"PU2",1,1068.4,84.6
"PU2",2,1407.8,84.8
"PU2",3,696.2,89.2
"PU2",4,759.8,87.2
"PU2",5,1218.8,88.4
"PU2",6,817.7,89.5
"PU2",7,1512,89.5
"PU2",8,1309.5,90.3
"PU2",9,1708.7,90.5
"PU2",10,1270.9,90.6
"PU2",11,1598.8,92.7
"PU2",12,3978.6,99.5
"PU2",13,2919.8,97
"PU3",1,1708.7,59.8
"PU3",2,1407.8,59.4
"PU3",3,1510.1,63.7
"PU3",4,1222.7,68.6
"PU3",5,759.8,71.3
"PU3",6,1270.9,73.6
"PU3",7,1305.6,75.3
"PU3",8,1070.3,76.2
"PU3",9,1108.9,77.7
"PU3",10,817.7,77.6
"PU3",11,696.2,84.8
"PU3",12,1598.8,83
"PU3",13,1020.2,81.6
"PU3",14,707.8,83.7
"PU3",15,921.8,89.2
"PU3",16,3978.6,98.6
"PU3",17,2910.2,95.2
"PU3",18,3037.5,96.1
"PU3",19,2281.5,98.2
"PU4",1,1041.4,76.4
"PU4",2,1074.2,76.9
"PU4",3,1222.7,79.3
"PU4",4,1515.8,81
"PU4",5,696.2,88
"PU4",6,763.7,84.9
"PU4",7,815.8,85.7
"PU4",8,1309.5,86.9
"PU4",9,1704.8,87.3
"PU4",10,1411.7,86.8
"PU4",11,1596.8,89.4
"PU4",12,1377,90.7
"PU4",13,1448.3,92.3
"PU4",14,3978.6,99
"PU4",15,3301.7,95.6
"PU4",16,2919.8,95.9
"PU4",17,2977.7,96.7
"PU5",1,1510.1,79.3
"PU5",2,1078.1,83.9
"PU5",3,1228.5,83.9
"PU5",4,1533.2,84.8
"PU5",5,1307.6,87.2
"PU5",6,696.2,91.2
"PU5",7,1014.4,87.3
"PU5",8,813.8,88.7
"PU5",9,1409.8,89.1
"PU5",10,759.8,89.9
"PU5",11,1596.8,89.8
"PU5",12,1702.9,91.2
"PU5",13,919.9,92.1
"PU5",14,1375.1,92
"PU5",15,3978.6,98.8
"PU5",16,2971.9,96.3
"PU6",1,1095.4,61.4
"PU6",2,1542.8,73.9
"PU6",3,1224.6,77.6
"PU6",4,1641.2,81.6
"PU6",5,696.2,87.9
"PU6",6,1010.6,84.7
"PU6",7,1450.3,85.7
"PU6",8,1475.3,85.1
"PU6",9,1596.8,86.2
"PU6",10,1375.1,87
"PU6",11,813.8,88.1
"PU6",12,756,89.1
"PU6",13,927.6,89.6
"PU6",14,1411.7,90.5
"PU6",15,871.7,91.6
"PU6",16,1718.3,92.6
"PU6",17,2867.8,93.5
"PU6",18,2971.9,94.9
"PU6",19,3294,95.3
"PU6",20,3978.6,102.3
"PVC1",1,1728,67.8
"PVC1",2,1128.2,72
"PVC1",3,1076.1,72.5
"PVC1",4,1176.4,72.9
